stars,name,text,date,city,longitude,latitude,categories
5,The Wigwam,"See my review on trip advisor. I came for business, brought my 4yr old and 2yr old. Never a dull moment.  So many activities for the kids. The property is amazing. I have no complaints.  My kids did not complain at all during our week long visit. Ate at Red's,  flavors were on point! My daughter woke up wanting to go to the pool. Everyone was helpful and smiling.  I felt comfortable and safe here. They have holiday lights up through the the resort. I took my kids on a walk every night.  I really enjoyed myself here. Tim and Christine were two people who took the time to stop me and ask about my stay and if there was anything they could do, of course there wasnt!  I was having a blast!! Thank you and I can't wait to come back!

Take the time to explore inside and out. You will not regret it. Wish I could of ate at Litchfield s but, with the little ones I didn't get a chance. Maybe next time.

Forgot to mention i was traveling from California i was very tired and so were my little ones. I arrived at 1 pm and tried my luck to see if i could check in early. Yay i was able too! Not a problem. Also after eating at some great restaurants including reds on site, I had left over and requested a microwave which was brought promptly.  Staff is so friendly.",2014-11-28,Litchfield Park,-112.351202,33.4933636,"['Golf', 'Active Life', 'Hotels', 'Restaurants', 'Event Planning & Services', 'Hotels & Travel']"
1,The Honest Lawyer Restaurant and Bar,"Went to honest lawyer after a night of bowling. Looking forward as it was Monday - all you can eat wing night. The place was empty except for a group of people ordering waters and coke. After 5 minutes waiting for our server at our table, we approached them ourselves. They said they saw where we were sitting and would come by after serving the cokes and waters to the other table. After 10 more minutes of waiting we decided to leave. I walked right by the waitress and she didn't say anything - no sorry, no please stay, no nothing. I can't rate the food cuz I never had a chance to order any. I don't think I'll go back - there's better places to go. And FYI - theres a better place to bowl 2 minutes up the road - World Bowl. And they have rockin' wings. 

-apparently you can't give a zero rating or half star, hence the one star.",2011-01-19,Richmond Hill,-79.3781746,43.8469385,"['Nightlife', 'Pubs', 'Chicken Wings', 'Bars', 'Restaurants']"
5,King Slice,Awesome pizza! Friendly staff! Huge slice only $4.80 great little gem for bloor by the park!,2014-12-30,Toronto,-79.45495079999999,43.6559437,"['Pizza', 'Restaurants']"
1,Toby Keith's I Love This Bar & Grill,"Very long wait for the service and food at the location on Northern.  Our server was very nice, but nice doesn't cut it when you are hungry with hungry kids.  

As for the food...it was mediocre.  On our kids meal we were surprised when we opened the large bun to find a small burger.  My southwest salad was good, but probably better if delivered with dressing.  :0).   My husband and daughter both liked their burger.  Do not order a Long Island iced tea.  It was like drinking lemonade.  Way too overpriced for the lack of service.",2013-07-31,Peoria,-112.27078519999999,33.5523053,"['American (Traditional)', 'Food', 'Restaurants', 'Nightlife', 'Bars']"
4,Rise & Shine a Steak & Egg Place,"Went with sisters on a saturday morning. 10 minute wait. Was pretty busy, but not that busy and server took long to get to greet us once seated and a long to return with drinks. Waited over 25 minutes for our food and I noticed some people who were seated after us go their food before us, but the fancy omelette made up for it. It comes with a steak the size of your palm, hash browns and biscuit. Delicious! Sisters liked the red velvet pancakes but the ham steak was not good. Overall cute place with big portions and outdoor seating. Friendly, but slow service. I recommend just ordering take out.",2016-11-20,Las Vegas,-115.3064409,36.1142829,"['American (New)', 'Breakfast & Brunch', 'Food', 'Restaurants', 'Bagels', 'Sandwiches']"
3,Monsieur B,"C'était notre 2ème fois à ce restaurant. J'en avais tellement gardé un bon souvenir il y a un an... Mais  nous étions déçus... Il y avait deux grandes tables avec un souper de fêtes. Et ils faisaient TROP de bruit! Style bar sportif! Cris, tombola (!!!!), tapage sur la table! Ça détruit toute l'ambiance d'un petit resto qui est censé être charmant! Les serveurs s'excusaient mais ne pouvaient rien faire! Est-ce en même temps l'endroit pour accueillir ce genre d'événements!? 

Venons au menu. Nous avons pris le menu 6 services. Je suis enceinte et j'ai demandé au serveur s'il est possible de changer mes bouchées de thon et saumon crus en autre chose. Parfait! Mais, le chef change les bouchées pour TOUTE la table et on nous ramène des crevettes et des moules frites! Pas du tout original! C'était surtout un peut injuste par rapport aux 3 autres personnes avec moi! 

La soupe du jour était brocoli et panais. Un délice! Bien relevée et crémeuse! Dommage qu'elle n'a pas été bien mixée : des bouts de panais trop durs restaient en bouche... 

Mon entrée était très bonne : gnocchi de courges. Le plat, pintade farci, était une déception! À part la polenta frite qui était délicieuse et les petits pois frais, tout était moyen, voire mauvais. La purée fade, la sauce Madère trop acide, mais surtout la pintade, TROP grasse, je ne l'ai pas mangé : après avoir gouté un petit bout que j'ai eu du mal à couper avec mon couteau, je l'ai laissé sur l'assiette... Le trou normand était bon et bien rafraichissant. 

Le dessert, pana cotta, était excellent! Je l'ai littéralement dévoré! Les saveurs équilibrés et la texture de la crème parfaite! 

En résumé, l'ambiance trop énervante et une volaille à la fois sèche et trop grasse ; une entrée originale et un dessert trop bien exécuté.",2017-01-15,Montréal,-73.586277,45.525025,"['Restaurants', 'French']"
5,United Bakers Dairy Restaurant,"A family run, Jewish institution! Best pea soup in the city. I've been enjoying the delicious food here for 20+ years and its a staple in the community. Fast, polite staff, and priced affordably.",2016-10-21,Toronto,-79.4313379,43.71895479999999,"['Diners', 'Restaurants', 'Kosher']"
4,Station,"solid 4.5 stars. 

ambiance: 4 stars - was a bit loud for my preference. Definitely better on the dining room side than the bar side, but if there's a big group of people dining at a table, it gets louder than I typically like. also, good idea to make a reservation. 

service: 5 stars, just the right balance of attentive without interfering or being annoying. 

appetizers: 5 stars. we had the heirloom tomato salad and the chicken liver mouse. both outstanding. 

entrees: 4 stars. we had the Tagliatelle and the crispy chicken. both dishes i found a bit too salty. we both felt the appetizers were the winners over the entrees.

cocktails: 4.5 stars - delicious, but wish there was a larger menu.

looking forward to seeing how the restaurant and the menu progresses!",2015-08-17,Pittsburgh,-79.9485427,40.4611146,"['Restaurants', 'Nightlife', 'Cocktail Bars', 'Bars', 'Gastropubs', 'American (New)']"
3,Asian Legend,"Used to come here 2 or more times a week but over the last couple of years have noticed that the quality has deteriorated a bit.  The food is still ok, but not great.  I would actually give them 3.5 stars if I knew how to add half a star.  

They have the typical Shanghai food, and the price is pretty good.  If you like the place, on your first visit buy a VIP card that is valid for 1 year and costs $20.  It gives you 10 percent off every time you go.",2016-02-02,North York,-79.367213721,43.790596945,"['Chinese', 'Restaurants']"
1,Soul Gastrolounge,The menu is very limited for someone with a gluten allergy to begin with. I ordered the duck panini without the bread and the chef refused. Flat out refused due to the effect on presentation. So much for customer service. Apparently how food looks is Far more important than providing food a patron can eat while taking into consideration medical issues.,2015-02-15,Charlotte,-80.81336759999999,35.2202136,"['Nightlife', 'Restaurants', 'Bars', 'Tapas Bars', 'Lounges']"
2,Spinato's Pizzeria,"What a joke!   Their food is good. But the service I just had for lunch was atrocious.   Ordered my food with an iced tea.    Received the ice tea at the bar and then had to ask the bartender for sweetener.    As I looked around the place was nearly empty.   The bartender walks away and I don't see him for another 5 minutes or so.     My iced tea was empty after two minutes and when I looked around for someone to give a refill.   Surprise.  No one is around.    I had to wait until my food arrived from it looked like a cook to get a refill from someone other than the bartender.   Of course with no ice in it.    Nice room temperature to it.   He also had to get me silverware. 
Frankly I was less than impressed with the service.    It wasn't until halfway done with my meal that the bartender comes by with a cup of ice and a spoon to tell me. The ice melts fast.    Gee.  I think it really melts fast when their is no ice in the refill cup too.   

I am only giving two stars for the food which I believe is 4+ stars.   I am going to stick with delivery and takeout.    If you want to get better service go next door to the Persian restaurant.   They at least check on their patrons.",2014-10-09,Scottsdale,-111.83645015,33.586656565,"['Gluten-Free', 'Italian', 'Restaurants', 'Pizza']"
1,Hugo's Cellar,"I was walking along Fremont when I saw this place on yelp.

I came downstairs after grabbing a pint upstairs at the Chicago Brewing, I wasn't acknowledged by Richard right away, a couple that came in after me was seated first (I'll dismiss this because they likely had reservations and I did not).

The server Jean(Gene?) and his assistant and the food was top notch and attentive the whole evening.  my main issue is with the manager and host - Richard, who is a pompous bigot. I encourage if anyone has any issues with Richard to report it to the hotel management, I wouldn't be surprised if your skin is dark or if you're not as well dressed that he will tell you the tables are full from reservations or treat you similarly.

There are no restrooms in the restaurant, so you need to go out and to the casino floor, Jeans assistant gave me brief and accurate directions and I returned to find a fine glass of Moscato waiting for me which I ordered to pair with the escargot, which I might add was the best I had since Paris.

The salad was custom crafted and the rack of lamb was cooked exactly as requested

I tried to go to the bathroom a second time after getting my lamb, and then Richard blocked my way, he insisted that I must leave a credit card before leaving, even though I left and returned before, as well as I had left personal items, including my phone, in plain site on the table.  It was clear that Richard was profiling me because he thought I was of lesser class. 

I am absolutely insulted.

I gave my card frustratingly and returned to finish my meal, the hostess that seated me originally apologized for Richards behavior and ignorance, I asked Jean if Richard had a manager I could speak with but was told unfortunately that he was the manager and I had no point of escalation. Jean also apologized for Richards behavior, it seems I'm not the only one he mistreats.

I finished my meal, and I thought I would go to the floor quick and drop $5 in the slots while I let my dinner settle as my phone battery was low and I was catching a redeye out that evening, since I had plenty to drink already I brought my water, again leaving personal items on the table.  Richard again blocked me this time and insisted I must leave the glass, not asking where I was going or if I'd return, I felt like dumping the water on his head but unfortunately couldn't without possibly getting a customer wet.

When I returned, my table was cleared, obviously they don't want me eating their wonderful selection of dessert, and Richard had Jean's assistant clear my table, he apologized for this and I could feel it was sincere, I never received a single apology from Richard, hence the label pompous bigot.",2015-05-14,Las Vegas,-115.142535036,36.1695017335,"['Restaurants', 'Seafood', 'Steakhouses', 'American (New)', 'American (Traditional)']"
3,Shake Shack,"It's good, but not something to go crazy over.  I could live with without it. Some people say it's better than in-n-out, but I personally don't think so.",2015-03-29,Las Vegas,-115.173450261,36.103061259499995,"['Burgers', 'Restaurants', 'American (New)']"
3,Tex Mex 2,"We needed margaritas. 

And boy did we get them! This place does great margaritas, in a range of different flavours (most of which I have sampled) and they're not too heavy on the tequila, so you don't up in the bathroom crying before 10pm.

There was a large(ish) group of us and I must say it was nice of them to accommodate us. It's not a big place! We took up two tables but thankfully, the staff had moved the tables so that we could all see each other. We ordered a sharing plate of nachos to start and they were delicious. Everyone commented on how, amongst the mounds of toppings, the butternut squash was an odd but tasty addition. For main I ordered the Tex Mex Burger. I was disappointed it didn't come with chips but the burger was really good and the sour dough bun in particular was lovely.

This would be 5stars but.....well, when a restaurant says they close at 10 I always assume that refers to the kitchen. This place actually tries to get you to leave at 10. By 10:10 we were feeling a little awkward but still had almost a full pitcher of margarita left. Then the waiter did something which goes against my (unwritten and constantly changing) 'restaurant rules.' He brought over the bill before we asked. I find this quite rude. He could have asked if we wanted the bill first! A minor thing but it would have made all the difference.

Then...he broke another two rules! We totted up the notes and coins and I brought the total up to him, I was paying by card so while we went through the motions I explained that I didn't realise the place would actually close at 10 and apologised for my oversight (it was about 20 past at this stage) he said it was fine but made a song and dance about how much work he still had left to do. Fine, message received. I handed him the cash and returned to my seat. When he hadn't brought the change after 10minutes we resigned to just leave, we'd intended leaving it as a tip anyway (maybe he'd heard us discussing it) but I made a point of 'asking if it was all there' (I'm Irish, I don't do full confrontation well) he said yes and gave me the thumbs up.

Now, this is getting very long, but between bringing over the bill, complaining about how much work he still had to do and not returning the change, I must say, this was not the kind of service I was expecting. In my opinion we weren't drunk, loud or obnoxious but past 10 pm everyone at the table was left feeling awkward to the extent that most won't be returning.

It's unfortunate because the food is fantastic and the margaritas pretty darn good too.",2013-01-17,Edinburgh,-3.1998917999999996,55.953802100000004,"['Mexican', 'Restaurants', 'Tex-Mex']"
4,Fired Pie,"Started off my year here woo hoo !!!!! This is me being somewhat sarcastic but actually a lot more satisfied than I expected to be.  We were just trying to find a place to eat at during Sunday brunch time that wasn't too busy and we settled upon this place.  It's basically the same concept as Pieology, a make your own bar full of pizza toppings.  You can choose from the menu of pre-made pizzas or create your own pizza from the many toppings they have.  I really don't know how to differentiate this place from the bigger pizza chains like Pieology and Blaze Pizza, because honestly, they're basically the same thing.  I will admit that I did enjoy the pre-made pesto pizza they listed on the menu.  It had a pesto base (no tomato sauce) topped with mozzarella cheese and chicken and tomatoes amongst other things.  I like this compared to the Pieology pesto pizza because from what I remember, the pesto is an after topping but is pretty liquidy and not as garlicky as the pesto pizza from Fired Pie.",2017-01-12,Chandler,-111.89050490000001,33.3202869,"['Pizza', 'Restaurants', 'Gluten-Free', 'Salad']"
5,32 Shea,"I was introduced to this place by my girlfriend. Its awesome. Great food, fun, laid back atmosphere and good prices. What more do you need? This place feels like a boardwalk cafe in San Diego. Succulents on the tables, big safari windows, and the nutella mocha is to die for.  Highly recommended for a Sunday brunch.",2014-03-30,Phoenix,-112.013492785,33.5834963363,"['Breakfast & Brunch', 'Cafes', 'Bars', 'Restaurants', 'Wine Bars', 'Coffee & Tea', 'Food', 'Beer', 'Wine & Spirits', 'Nightlife']"
2,ENVY The Steakhouse,"We ordered 2 salads, 2 bone-in Ribeyes, 2 sides and a dessert. The ribeye quality was way below all steakhouses at this price level that we have been. Our medium-rare ribeyes have too much gristle that we could not cut through and swallow down. I would only compare it as to Black Angus or Outback quality level. Do not go there if you are expecting more.",2015-01-10,Las Vegas,-115.154467611,36.1274067129,"['Steakhouses', 'Restaurants', 'Breakfast & Brunch']"
2,Cathay House Restaurant,"I've had dim sum in Hong Kong, so I know what dim sum should taste like. Cathay House is close, but no cigar. Their dim sum is just too greasy for my taste. I went there during lunch time and there were a lot of people there so I figured this place must be pretty good. I mean the food is not terrible. It just they are too greasy. Egg rolls I picked up from the cart (You can pick whatever you'd like off of the carts) were too greasy that I let them sit for about 5 minutes and what do you know, a lake of orangeish grease was formed in the bowl. Another thing I didn't like about this place is the service. Except for one lady who was extremely happy that I spoke a little mandarin (thank you) and was willing to help me, all the other staff either was rude or seemed very unhappy. I work at a restaurant so I know even if you are having the worst day of your life, you have to put on a smile when you are around customers. But anyways, overall this place was mediocre at best. Probably won't go back.",2011-03-20,Las Vegas,-115.21391499999999,36.126710100000004,"['Dim Sum', 'Cantonese', 'Chinese', 'Restaurants', 'Asian Fusion']"
4,Mellow Mushroom,"My mom and I had never been and were impressed with the friendly service and good food. Not your traditional pizza experience, but great! Loved the philosophers pie! The decor was different than we expected, but that added a little fun to the experience!",2015-01-25,Phoenix,-111.975646,33.317959,"['Restaurants', 'Bars', 'Sandwiches', 'Nightlife', 'Pizza']"
4,Hot Star Large Fried Chicken,"Everything that everyone has said here was true for my experience. 

I initially walked by this place doing some sight seeing and thought it was this run down restaurant. I mean, with a sign outside that says, ""Best Chicken in Taiwan,"" what was I to think? How shocked I was when I looked it up online and read the reviews. I decided I had to try this Hot Star out. 

Stopped in around 1PM on a Friday. There were a few people inside already, and went up to the counter to order. The cashier told me they weren't open yet, but would be in ten minutes. Cut to 40 minutes later, when I finally ordered. Their menu is still extremely limited: regular chicken, crispy chicken, spicy chicken, fries, and a few drinks/juices. 

The restaurant is small and new, but poorly designed. There are maybe 10 seats in the place, with an entire wall covered in a wood paneled design - should have made more seating there. But it's a piece of chicken that you can walk with, so no big deal there. 

The chicken? It's huge. It's fried. It's crispy. It's delicious. Like other people have said, it is just a piece of fried chicken, so it's not something totally new. But sometimes a piece of fried chicken is all you need to make your day. Thanks, Hot Star.",2016-01-16,Toronto,-79.3822447,43.6588052,"['Chicken Wings', 'Food', 'Fast Food', 'Taiwanese', 'Restaurants']"
1,FAI SUSHI,"Was für eine Enttäuschung! Die Preise gehoben, die Qualität dürftig, das passt so nicht! Der Maki war sehnig und nicht frisch, der Lachs ebenfalls, die Miso-Suppe eine Tütensuppe (kein Scherz!), unflexibel in der Bestellung, leider sehr unbefriedigend! Welten zwischen I Love Sushi und Fai Sushi, aber eine solche Enttäuschung habe ich schon lange nicht erlebt! Teuer, miese Qualität, ich werde nie wieder hingehen!",2010-05-10,Stuttgart,9.177539999999999,48.78165,"['Sushi Bars', 'Japanese', 'Restaurants']"
1,Milestones Restaurants,"Overpriced. Bad service. Avoid. I don't even think I need to say anymore because that pretty much sums up the experience.

My friend and I specifically came here to sit on the patio. Specifically. We let the front desk person know, who said it would be a 20 min wait and gave us a buzzer. No problem. We sat at the bar and ordered drinks and some apps.

Let's talk about the drinks and food first - it came out quickly, so we were off to a good start. However, the raspberry mojito tasted like watered down syrup without an ounce of alcohol. The second drink, Unusual suspect, a bourbon concoction was actually good - a glimmer of hope. The flatbread apps were... meh. 

Okay, 40 minutes later, our buzzer hadn't lit up so we asked one of the servers to follow up on our patio request. Never came back. Another 40 minutes later - we were done our food and drinks, and still no buzzing! In fact, our server just took the buzzer with her when she cleared our plates.

I was bummed. Really. Especially because I was treating my friend to her birthday and we just wanted to enjoy drinks on the patio.

And $55 for two apps and two drinks, really? There is no way this place deserves to charge that much given it's service level, and meh-food.

Step up yo' game Milestone's.",2015-08-08,Toronto,-79.380484,43.6567455,"['Nightlife', 'Restaurants', 'Canadian (New)', 'Comfort Food', 'American (New)', 'Bars']"
4,Hong Kong Garden Seafood & Dim Sum Cafe,"We stopped by twice now, and wish we couldve eaten here more often. The food is great, service is good and authentic. The 4 stars is due to location and parking. 

Great chicken feet, chicken buns, gailan. Basically, TRY EVERYTHING!!!",2016-02-27,Las Vegas,-115.213149039,36.1268284288,"['Restaurants', 'Dim Sum', 'Seafood', 'Cantonese', 'Chinese']"
3,Seven Lives Tacos Y Mariscos,"Came on Friday after work and it was pretty packed. It's a little dinky looking taco shop. Didn't have to wait long to get your order but the cashier girl was super rude and had attitude. I got two tacos, baha fish, and some other taco of the day, it was peppered fish and super spicy. They have quite a variety of tacos to choose from. They costed around 4.50 each. They accept only cash and debit. They have a few sauces for you to pick from at the counter to put on your taco separately. 

Maybe I'm not a taco expert but I didn't find the tacos particularly special. I thought they were alright, has quite a bit of seasoning and really messy to eat lol, prepare to grab lots of napkins. The waiting time for the tacos felt like it took foreverrrrr. The two tacos were pretty big in portion I think and it was enough to fill me up. 

There's no where to really sit except for one small table enough to fit 5-6 people and it tends to be communal. There's places where you can stand to eat too.",2016-04-28,Toronto,-79.4018679935,43.6542207193,"['Mexican', 'Seafood', 'Restaurants']"
5,Social House,"5 stars across the board . . . My 5-star reviews are few and far between these days, particularly because many of the restaurants I've visited in the past few months have missed the mark in some way or another.  Social House provided that rare experience that combines the best of ambiance, food and service. 

The modern restaurant is visually stunning from the moment you first walk into the lounge area and then sashay up to the host table. We had made a last minute Open Table reservation on a Friday night, and we were seated as soon as we came in. I loved the set up of the restaurant. First, they put us in the back area, but it was a little too dark for my taste, so we asked if we could have one of the booths in the front section. They were so accommodating, and said we would love this new table as it gave us a view of everyone who parades by. And it sure did! I am 100 percent sure my husband was the oldest person in the restaurant, and even being 16 years his junior, I am about 80 percent sure that I was the next oldest. But it sure was fun people watching . . . bachelor and bachelorette parties galore with some of the most interestingly dressed and entertaining people gliding by us.

Our server was fabulous! The menu offers so many wonderful options and he helped guide us through the choices, pointing out the fabulous and steering us away from the ordinary. We started with the Yellowtail Jalapeno. Don't be put off thinking it might be too spicy . . . it's not . . . a perfect melding of flavors with the tender Yellowtail and the crunchy jalapeno in a cilantro soy base. Next up . . . the salmon tartare, which was my favorite. The combination of the fresh and silky salmon layered with wasabi cream and drizzled with citrus soy was heavenly . . . so much so that I ordered another just for myself while hubby was licking his chops -- literally -- the tender Kurabuta Pork Ribs smothered in a sweet soy glaze were falling off the bone. We then shared the Cod Bibb Lettuce Cups . . . while we loved the dish, we found this a little skimpy for the price with only two pieces. As I was getting quite full, I opted to order only the roasted miso eggplant which put the finishing touches on my great meal.. My hubby with his big appetite ordered the hangar steak with roasted shallots and more of that delectable wasabi cream sauce. From pig heaven to cow heaven!

Social House is totally a hip place, even for us not-so-hip middle-agers. We had a fantastic meal, conscientious service and ""free"" entertainment. No doubt we will make another trip to Social House on our next trip to LV.

P.S. Unlike some other reviewers, we felt we got great bang for our buck!",2012-10-05,Las Vegas,-115.17319199999999,36.108713,"['Japanese', 'Asian Fusion', 'Bars', 'Nightlife', 'Restaurants', 'Lounges']"
4,Gusto 101,"The Good: Everytime I come here, it's with the intention to order their house wine. Yes, admittedly, the $1 per ounce had me sold when I first found out about it over the summer, but their food is another reason for saving my appetite so I can order one of their well prepared dishes.

Must seat yourself on their patio when it's good weather. It can get a bit loud and crowded inside on their busy nights. 

On my last visit, I shared the following:

- Tagliata di Manzo - flank steak was cooked perfectly (medium rare) and flavourings were lovely.
- Branzino alla Griglia - the mix of veggies and fish was well done. Sea bass tasted fresh and juicy.
- Green tea gelato - sweet ending to the the dinner.
- each had a glass of house wine - white always crisp and it was perfect for sitting upstairs on their patio. 


The Bad: The Green tea gelato would've been perfect if the cookie that came with wasn't stale.

Service really needs some improvement. While the ladies at the front who seat us have been generally helpful, the servers really can do for some more genuine smiles. I understand that this place gets busy pretty much every night, but waiting for someone to put in our order or in one instance, basically cutting off my friend when she was deciding on what drink to order by saying, ""I'll just come back when you've decided."" was a bit rude in my opinion.


The Overall: Service aside, the food and drinks were great. Reasonably priced for a resto in the King District and conveniently located so you can always hit up another bar/club after.


Revisit: This is my go to place for drinks especially since it opens till 1am on Fri & Sat. How can you argue with $1/ounce wine? I would try having a get-together in their celler room.",2013-09-21,Toronto,-79.400309337,43.6450021311,"['Restaurants', 'Italian']"
5,Miller's Ale House - Henderson,"I went here a couple of nights ago and i LOVE this place..I almost always order the zingers because they are one of a kind...i had excellent service the other night from NATHAN..oh, and the drinks are great ..will definitely be going back",2016-06-05,Henderson,-115.04553600000001,36.061696600000005,"['Breweries', 'Restaurants', 'Bars', 'American (New)', 'Food', 'Gastropubs', 'Sports Bars', 'American (Traditional)', 'Nightlife', 'Seafood']"
5,Au Pied de Cochon,Au pied du Cochon is the quintessential Montreal restaurant.  Go with a large group and order everything.  Only upset that this does not exist in NYC.,2016-10-28,Montréal,-73.57439240000001,45.52221,"['Restaurants', 'Canadian (New)', 'French']"
4,Reds Midtown Tavern,"I'm a fan of the Reds in the financial district and last night, I found myself at the midtown location for the first time.  The service was lovely and attentive, no complaints there.  I ended up ordering off of the summerlicious menu b/c some of the offerings looked delicious.

I started with the quinoa salad with apples and aged cheddar.  This was fantastic - completely exceeded my expectations.  For my main, I ordered a fried chicken dish with beet/cauliflower  salad and this spicy chili sauce.  It was SO spicy, which I enjoyed, but I can imagine it being way too hot for the average person.  The chicken was incredible.  The other 7 people at my table opted for the steak or fish, and many were jealous of my pick.  For dessert, the chocolate pot de creme with chili was a bit of a let down.  Could not taste the chili at all.

I think Reds is simply a good option, anytime.  It's a great place to go if you want food that is a bit more inventive without being too out there.  I love the decor - the glass, leather and wood.  It's really pretty, but not dainty.",2015-07-09,Toronto,-79.3821131,43.6590888,"['Bars', 'Seafood', 'Wine Bars', 'Nightlife', 'Breakfast & Brunch', 'American (Traditional)', 'Canadian (New)', 'Restaurants']"
4,El Encanto,"My favorite Mexican place in the Phoenix metro. Very friendly service and great food. Not even a steak place, but the stuffed poblano Ribeye is the best steak I've had in the Phoenix area. I enjoy the variety of salsas they bring to the table. Another favorite is the polo fundido. My young nephews loved feeding the ducks in the pond. Great patio year round.",2015-10-03,Cave Creek,-111.9455063,33.8322125,"['Mexican', 'Restaurants']"
3,Kitchen M,"A perfectly acceptable HK style cafe. The service is quite good to be honest, and the restaurant itself is fairly spacious (unlike Phoenix and others). Their milk tea is tasty and the food is above average. Nothing that will knock your socks off but that's hard to find at establishments like these. 

I've had a few things from their menu, and today I tried to Korean style pork chop cutlet with rice. The pork chop was fried really well, a nice light batter and not oily at all. I really enjoyed it. Came with a soup and tea. 

The pricing is on par with other HK style cafes, but you also get a free newspaper if you're into that. Lots of competition in the area, so I expect them to remain competitive and provide decent service.",2017-01-11,Markham,-79.2836865,43.867917999999996,"['Chinese', 'Restaurants']"
4,Perfect Pear Bistro,"I pass this place frequently and always say ""I need to try that place sometime""  
Tonight was the night. I love the vegetarian and gluten free options offered on the menu. I had the roasted butternut tacos and they were delish!  I will definitely be back to try some other items. I was happy to see that they have a patio.  My favorite way to dine especially with such amazing weather right now. I look forward to returning",2016-03-12,Tempe,-111.96255689600001,33.3216322198,"['Wine Bars', 'Bars', 'Nightlife', 'Salad', 'Gluten-Free', 'Sandwiches', 'Restaurants', 'American (New)']"
5,Los Dos Molinos,Just ate lunch and fell in love with this place all over again. I haven't been to the one on Central in years and decide to try this one for lunch. It started with me thinking I found the best chips and salsa in town. Then the waiter suggested I try the green chile stew. OMG. It is the best ever. Be prepared for some spicy hot food. Everything was hot but not so hot it took away from the flavor.,2009-06-05,Phoenix,-112.059954,33.448716999999995,"['Restaurants', 'Mexican']"
5,Crab & Mermaid,My wife and I went to the Crab & Mermaid for the first time last night.  The food was very good and our server Mollie was excellent.,2016-07-03,Scottsdale,-111.92646640000001,33.4974222,"['Seafood', 'American (New)', 'Restaurants', 'Nightlife', 'Bars']"
5,Zaxby's Chicken Fingers & Buffalo Wings,"Zaxby's is by far, one of the best casual restaurants ever. Definitely alot better than Chick-fil-A! Their food can be a little pricey if you have more than two people ordering, but the quality makes up for it. Even though there is a wait, it's not long at all. But I'd much rather wait for good, fresh food, than greasy and fattening food. What's also good is if you're a Family Dollar employee, just show them your ID badge, and you get a discount. I get excited every time I go eat here.",2012-09-30,Charlotte,-80.7327663,35.1407266,"['Fast Food', 'American (Traditional)', 'Chicken Wings', 'Salad', 'Restaurants', 'Sandwiches']"
4,Restaurant  Kyomi,"I've been to Kyomi a handful of times over the past few years, and I've always been satisfied with the food and service. Their general Tao dish is amazing.",2016-07-31,Lasalle,-73.622889,45.4387386,"['Restaurants', 'Asian Fusion']"
4,Yummy Grill & Sushi,"Yummy Grill & Sushi surprised me... for a few reasons..

The name for one, since a name like Yummy grill & sushi would have caused me to run away in my local homeyelptown.

But this place is awesome, like me and the BF were saying that Toronto needs a Yummy Grill & Sushi bar. 

They offer fresh sashimi, and they specialize in rolls, as well as deep fried or baked rolls on top of everything else they offer. They seem to like the ponzu soy sauce quite a bit too, but it's not a bad thing.

Their roll names are pretty fanciful, such as Sex on the Beach (really good, I recommend), My Ex-Girlfriend, Romeo.. I know it sounds odd, but I almost burst out laughing when I heard a kid ask the waiter if he could have an orgasm roll... but it's good to know that they take their sushi rolls seriously. 

Their menu is fairly easy to navigate, we ordered their clam miso soup, which was meaty came loaded with clams, which added a nice meaty-ness depth to the miso soup, good value for $3.50

We started off with a Joy, bam-bam, and finished with the Sex on the Beach roll, all of which were fresh and extremely flavourful without being too much of one thing or another, you were able to taste everything they had put in to the roll and it wasn't too overly stuffed.

Another thing they have that i haven't seen anywhere else, was their flavoured-sake--- this stuff is good.  We ordered their sake sampler $7 for 3 decent sized glasses of sake, we were able to try fuji apple, plum and raspberry. I definitely liked their fuiji Apple one the best, and the BF liked the plum. The sake tasted like sake, but you get the aroma and the taste of the fruit at the same time, quite enjoyable and a steal $7. They, also, sell sparking sake too; which I didn't see until too late, but that is for next time...

Their black sesame ice cream is quite good, and isn't too sweet either. Perfect ending to pretty note-perfect meal.

Service is good and attentive.",2011-10-17,Las Vegas,-115.25248422,36.194764287699996,"['Japanese', 'Sushi Bars', 'Restaurants']"
5,Le Saint-Bock,Incredible beer and food...terrific service...fantastic atmosphere.  You must eat/drink here!,2016-05-04,Montréal,-73.5646577,45.5158203,"['Restaurants', 'Bars', 'Steakhouses', 'Pubs', 'Nightlife', 'Brasseries']"
3,Seoul Garden Korean,"Food here is tasty and delicious. Quality ingredients. 

Side dishes are good, about 5-6 varieties, the usual sprouts, kimchi, pancake, sweetened potato, radish and carrots. 

Prices here are just slightly higher than average. eg pork bone soup is around $8 instead of $5-6. 

Service here is really really slow. I've been here four times and every single time, it seems like only one person is running the floor. Do not come here if you are in a rush. You'll become super irate. 

Atmosphere is nice and airy. Huge ceiling and European feel.",2012-09-15,Markham,-79.3050432,43.8254466,"['Korean', 'Restaurants']"
